blueprintTypeID,activity,typeID,quantity
898,0,35,580
899,4,20424,1
899,4,20423,1
899,0,34,1040
899,0,35,156
899,0,36,104
900,0,34,1236
900,0,35,223
900,0,36,110
901,0,34,1529
901,0,36,89
901,0,37,23
902,0,34,1778
902,0,35,127
902,0,36,89
902,0,37,29
936,4,20411,2
936,4,20421,2
936,0,34,22222
936,0,35,4444
936,0,36,1667
936,0,37,333
936,0,38,67
936,0,39,12
937,4,20416,2
937,4,20421,2
937,0,39,2
937,0,40,2
937,0,38,6
937,0,37,11
937,0,36,2778
937,0,35,12222
937,0,34,16667
938,0,34,22222
938,0,35,2444
938,0,36,4444
938,0,37,222
938,0,38,44
938,0,39,22
939,4,20410,2
939,4,20416,2
939,0,39,12
939,0,38,33
939,0,37,278
939,0,36,3556
939,0,35,4667
939,0,34,18889
940,4,20424,2
940,4,20410,2
940,0,34,23333
940,0,35,6333
940,0,36,3000
940,0,37,333
940,0,38,78
940,0,39,22
940,0,40,2
941,4,20424,2
941,4,20410,2
941,0,34,13333
941,0,35,11111
941,0,36,4000
941,0,37,33
941,0,38,17
941,0,39,12
944,4,20424,2
944,4,20421,2
944,0,34,22778
944,0,35,6111
944,0,36,2889
944,0,37,400
944,0,38,89
944,0,39,34
945,4,20424,2
945,4,20172,2
945,0,34,17778
945,0,35,15000
945,0,36,2778
945,0,37,111
945,0,38,2
945,0,39,4
945,0,40,2
946,4,20172,2
946,4,20416,2
946,0,40,2
946,0,39,6
946,0,38,22
946,0,37,167
946,0,35,3333
946,0,36,4444
946,0,34,17778
949,4,20424,2
949,4,25887,2
949,0,34,17778
949,0,35,5556
949,0,36,2889
949,0,37,1111
949,0,38,56
949,0,39,22
950,4,20424,2
950,4,25887,2
950,0,34,21111
950,0,35,8889
950,0,36,3111
950,0,37,589
950,0,38,2
950,0,39,4
950,0,40,4
952,4,20414,2
952,4,25887,2
952,0,34,13333
952,0,35,11111
952,0,36,2444
952,0,37,556
952,0,38,56
952,0,39,16
952,0,40,8
954,4,20414,2
954,4,20410,2
954,0,34,16667
954,0,35,10556
954,0,36,2556
954,0,37,278
954,0,38,50
954,0,39,44
954,0,40,4
955,4,20411,2
955,4,20410,2
955,0,34,20556
955,0,35,3889
955,0,36,2222
955,0,37,278
955,0,38,56
955,0,39,12
956,4,20418,2
956,4,20410,2
956,0,34,15556
956,0,35,13333
956,0,36,2222
956,0,37,56
956,0,38,2
956,0,39,4
967,0,34,2778
968,4,20424,8
968,4,25887,8
968,0,34,611111
968,0,35,155556
968,0,36,40000
968,0,37,9889
968,0,38,2667
968,0,39,1266
968,0,40,388
969,4,20424,8
969,4,20421,8
969,0,34,633333
969,0,35,144444
969,0,36,42222
969,0,37,10000
969,0,38,2556
969,0,39,1222
969,0,40,322
970,4,20416,8
970,4,20421,8
970,0,34,577778
970,0,35,115556
970,0,36,33333
970,0,37,8667
970,0,38,1444
970,0,39,778
970,0,40,134
971,4,20424,8
971,4,20410,8
971,0,34,622222
971,0,35,133333
971,0,36,41111
971,0,37,10111
971,0,38,2889
971,0,39,1312
971,0,40,356
972,4,20411,8
972,4,20410,8
972,0,34,577778
972,0,35,144444
972,0,36,38889
972,0,37,10556
972,0,38,3000
972,0,39,1134
972,0,40,288
973,4,20418,8
973,4,20421,8
973,0,34,444444
973,0,35,100000
973,0,36,41111
973,0,37,8889
973,0,38,2222
973,0,39,1112
973,0,40,222
974,4,20424,8
974,4,20172,8
974,0,34,611111
974,0,35,166667
974,0,36,38889
974,0,37,10222
974,0,38,2556
974,0,39,1044
974,0,40,422
975,4,20418,8
975,4,20172,8
975,0,34,433333
975,0,35,101111
975,0,36,43333
975,0,37,9000
975,0,38,2222
975,0,39,1000
975,0,40,178
976,4,20416,8
976,4,20172,8
976,0,34,533333
976,0,35,140000
976,0,36,34444
976,0,37,8556
976,0,38,1222
976,0,39,822
976,0,40,156
977,4,20418,8
977,4,25887,8
977,0,34,411111
977,0,35,95556
977,0,36,40000
977,0,37,9444
977,0,38,2444
977,0,39,1222
977,0,40,334
978,4,20418,8
978,4,20410,8
978,0,34,422222
978,0,35,96667
978,0,36,43333
978,0,37,10000
978,0,38,2111
978,0,39,1088
978,0,40,200
979,4,20416,8
979,4,20410,8
979,0,34,566667
979,0,35,134444
979,0,36,32222
979,0,37,8889
979,0,38,1111
979,0,39,800
979,0,40,200
983,4,20415,8
983,4,25887,8
983,0,34,71111
983,0,35,12667
983,0,36,6667
983,0,37,444
983,0,38,222
983,0,39,66
983,0,40,12
984,4,20415,8
984,4,25887,8
984,0,34,59444
984,0,35,15333
984,0,36,5833
984,0,37,1389
984,0,38,278
984,0,39,88
984,0,40,14
985,4,20415,8
985,4,20410,8
985,0,34,53333
985,0,35,13444
985,0,36,5111
985,0,37,356
985,0,38,244
985,0,39,56
985,0,40,22
986,0,34,90000
986,0,35,10556
986,0,36,4111
986,0,37,578
986,0,38,200
986,0,39,34
986,0,40,26
987,4,20415,8
987,4,20172,8
987,0,34,73333
987,0,35,18889
987,0,36,7333
987,0,37,1233
987,0,38,344
987,0,39,112
987,0,40,18
988,4,20415,8
988,4,20172,8
988,0,34,82222
988,0,35,9333
988,0,36,3889
988,0,37,667
988,0,38,133
988,0,39,88
988,0,40,12
989,0,34,71111
989,0,35,15889
989,0,36,4889
989,0,37,700
989,0,38,194
989,0,39,66
989,0,40,22
990,4,20415,8
990,4,20410,8
990,0,34,69444
990,0,35,11667
990,0,36,4556
990,0,37,611
990,0,38,189
990,0,39,56
990,0,40,12
991,0,34,67778
991,0,35,12222
991,0,36,5111
991,0,37,711
991,0,38,222
991,0,39,56
991,0,40,16
992,0,34,74444
992,0,35,13778
992,0,36,8667
992,0,37,1167
992,0,38,333
992,0,39,100
992,0,40,22
994,4,20418,32
994,4,25887,32
994,0,34,10649667
994,0,35,2263111
994,0,36,607000
994,0,37,166200
994,0,38,36011
994,0,39,16066
994,0,40,6688
995,4,20411,32
995,4,20410,32
995,0,34,10321889
995,0,35,2637000
995,0,36,646889
995,0,37,161433
995,0,38,40300
995,0,39,19112
995,0,40,5866
996,4,20411,32
996,4,20421,32
996,0,34,10608667
996,0,35,2652667
996,0,36,664444
996,0,37,165922
996,0,38,41467
996,0,39,20044
996,0,40,6400
997,4,20424,32
997,4,20421,32
997,0,34,12090111
997,0,35,3024444
997,0,36,762222
997,0,37,189478
997,0,38,47256
997,0,39,22178
997,0,40,10312
998,4,20411,32
998,4,20172,32
998,0,34,10279111
998,0,35,2792889
998,0,36,624889
998,0,37,164589
998,0,38,34656
998,0,39,18244
998,0,40,4800
999,4,20424,32
999,4,20410,32
999,0,34,11564444
999,0,35,2892889
999,0,36,728333
999,0,37,181211
999,0,38,45133
999,0,39,20644
999,0,40,7556
1002,0,21021,222
1002,0,21023,333
1002,0,21009,444
1002,0,21011,444
1002,0,21013,444
1002,0,21017,444
1002,0,21035,444
1002,0,21019,556
1002,0,21025,556
1002,0,21037,556
1002,0,24545,556
1002,0,24547,556
1002,0,24556,556
1002,0,24558,556
1002,0,24560,556
1010,4,20171,1
1010,4,20414,1
1010,0,34,916
1010,0,35,64
1010,0,36,29
1010,0,38,4
1013,1,3812,8
1013,1,11463,1
1013,0,3685,3
1013,0,11399,1
1013,0,377,1
1013,0,11558,3
1013,0,11484,1
1013,2,9836,2
1013,2,3814,2
1013,2,11463,1
1013,3,9836,2
1013,3,3814,2
1013,3,11463,1
1026,4,20171,2
1026,4,20414,2
1026,0,34,458
1026,0,35,610
1026,0,36,51
1026,0,37,4
1026,0,38,3
1027,1,3812,5
1027,1,11463,1
1027,0,11399,1
1027,0,393,1
1027,0,9838,3
1027,0,11484,1
1027,0,3685,1
1027,2,9836,1
1027,2,3814,2
1027,2,11463,1
1027,3,9836,1
1027,3,3814,1
1027,3,11463,1
1032,4,20171,1
1032,4,20414,1
1032,0,34,1327
1032,0,35,481
1032,0,36,113
1033,1,3812,10
1033,1,11463,1
1033,0,11399,1
1033,0,9838,1
1033,0,399,1
1033,0,11556,3
1033,0,11484,1
1033,2,9836,1
1033,2,3814,1
1033,2,11463,1
1033,3,9836,1
1033,3,3814,1
1033,3,11463,1
1067,4,20420,1
1067,4,20415,1
1067,0,34,3967
1067,0,35,2131
1067,0,36,228
1067,0,37,13
1067,0,38,2
1071,1,11460,1
1071,1,3812,10
1071,0,11399,1
1071,0,11530,3
1071,0,11531,15
1071,0,11475,1
1071,0,439,1
1071,0,11549,8
1071,2,11460,1
1071,2,9836,1
1071,2,3814,2
1071,3,11460,1
1071,3,9836,1
1071,3,3814,2
1072,4,20420,1
1072,4,20415,1
1072,0,34,708
1072,0,35,643
1072,0,36,1
1072,0,38,1
1073,1,11460,1
1073,1,3812,40
1073,0,11399,17
1073,0,11530,24
1073,0,11531,15
1073,0,434,1
1073,0,11475,1
1073,0,11549,8
1073,2,11460,1
1073,2,9836,2
1073,2,3814,5
1073,3,11460,1
1073,3,9836,4
1073,3,3814,8
1074,4,20417,1
1074,4,20418,1
1074,0,34,589
1074,0,35,3
1074,0,36,14
1075,4,20417,2
1075,4,20418,2
1075,0,34,551
1075,0,36,34
1076,4,20417,2
1076,4,20418,2
1076,0,34,1111
1079,4,20417,2
1079,4,20419,2
1079,0,34,502
1079,0,35,297
1079,0,36,334
1079,0,37,197
1079,0,39,4
1080,1,3812,30
1080,1,11462,1
1080,0,11399,8
1080,0,11534,3
1080,0,9840,8
1080,0,9842,15
1080,0,11540,9
1080,0,11483,1
1080,0,447,1
1080,2,9836,3
1080,2,11462,1
1080,2,3814,6
1080,3,9836,3
1080,3,11462,1
1080,3,3814,6
1095,1,3812,10
1095,1,11462,1
1095,0,520,1
1095,0,3689,8
1095,0,11399,8
1095,0,11538,8
1095,0,9842,3
1095,0,11483,1
1095,2,9836,2
1095,2,11462,1
1095,2,3814,4
1095,3,9836,2
1095,3,11462,1
1095,3,3814,3
1096,4,20424,2
1096,4,20418,2
1096,0,34,773
1096,0,35,491
1096,0,36,518
1096,0,37,3
1096,0,39,4
1099,4,20416,1
1099,4,20171,1
1099,0,40,4
1099,0,34,858
1099,0,35,288
1100,4,20416,1
1100,4,20415,1
1100,0,34,470
1100,0,35,6827
1102,4,20417,2
1102,4,20419,2
1102,0,34,862
1102,0,35,792
1102,0,36,529
1103,1,3812,30
1103,1,11462,1
1103,0,11399,8
1103,0,11538,3
1103,0,526,1
1103,0,9840,12
1103,0,9842,8
1103,0,11483,1
1103,2,9836,3
1103,2,11462,1
1103,3,9836,3
1103,3,11462,1
1103,3,3814,6
1105,4,20411,1
1105,4,20414,1
1105,0,40,2
1105,0,34,7396
1105,0,35,967
1105,0,38,3
1106,4,20411,1
1106,4,20414,1
1106,0,40,2
1106,0,34,2093
1106,0,35,1532
1106,0,36,22
1106,0,37,138
1109,4,20411,1
1109,4,20414,1
1109,0,34,520
1109,0,35,39
1109,0,36,198
1109,0,37,96
1109,0,39,2
1109,0,40,2
1112,4,20414,1
1112,4,20412,1
1112,0,34,231
1112,0,35,220
1113,4,20414,1
1113,4,20412,1
1113,0,34,996
1113,0,35,300
1113,0,39,2
1114,4,20414,1
1114,4,20412,1
1114,0,34,1667
1114,0,35,144
1114,0,36,83
1114,0,37,22
1115,4,20414,1
1115,4,20412,1
1115,0,34,1596
1115,0,35,690
1115,0,36,144
1116,4,20412,1
1116,4,20414,1
1116,0,34,2729
1116,0,35,148
1116,0,36,171
1116,0,39,4
1117,4,20414,2
1117,4,20412,2
1117,0,40,2
1117,0,34,4453
1117,0,35,1287
1117,0,36,1199
1118,4,20412,2
1118,4,20414,2
1118,0,34,827
1118,0,35,598
1118,0,36,493
1119,4,20414,2
1119,4,20412,2
1119,0,34,9089
1119,0,35,2786
1119,0,36,2827
1119,0,37,14
1119,0,38,1
1120,4,20414,2
1120,4,20412,2
1120,0,34,4529
1120,0,35,1643
1120,0,36,2413
1120,0,38,1
1121,4,20412,2
1121,4,20414,2
1121,0,34,9133
1121,0,35,2981
1121,0,36,3599
1121,0,37,2
1121,0,38,18
1122,4,20414,3
1122,4,20412,3
1122,0,34,45551
1122,0,35,12150
1122,0,36,6060
1122,0,37,1596
1122,0,38,126
1122,0,39,16
1123,4,20412,3
1123,4,20414,3
1123,0,40,8
1123,0,34,13683
1123,0,35,4117
1123,0,36,3851
1123,0,39,2
1124,4,20414,3
1124,4,20412,3
1124,0,34,91067
1124,0,35,23527
1124,0,36,8613
1124,0,37,2294
1124,0,38,324
1124,0,39,18
1124,0,40,52
1125,4,20412,3
1125,4,20414,3
1125,0,34,113880
1125,0,35,29214
1125,0,36,9747
1125,0,37,2650
1125,0,38,411
1125,0,39,42
1125,0,40,74
1126,4,20414,3
1126,4,20412,3
1126,0,34,68307
1126,0,35,17839
1126,0,36,7197
1126,0,37,1951
1126,0,38,234
1126,0,39,12
1126,0,40,26
1128,4,20411,2
1128,4,20414,2
1128,0,40,2
1128,0,34,242
1128,0,35,148
1128,0,36,569
1128,0,39,2
1129,4,20171,2
1129,4,20414,2
1129,0,34,8071
1129,0,35,7488
1129,0,36,219
1129,0,37,2
1130,0,34,27
1130,0,35,21
1131,0,34,38
1131,0,35,32
1132,4,20412,1
1132,4,20414,1
1132,0,34,58
1132,0,35,23
1132,0,37,1
1133,0,34,118
1133,0,36,1
1133,0,37,2
1134,4,20412,1
1134,4,20414,1
1134,0,34,58
1134,0,35,64
1134,0,36,1
1135,0,34,69
1135,0,35,76
1135,0,36,1
1136,4,20412,1
1136,4,20414,1
1136,0,34,164
1136,0,35,17
1136,0,37,3
1137,4,20414,1
1137,4,20412,1
1137,0,34,204
1137,0,35,17
1137,0,38,1
1138,0,34,164
1138,0,35,17
1138,0,37,3
1139,0,34,224
1139,0,35,3
1139,0,36,23
1140,4,20412,1
1140,4,20414,1
1140,0,34,136
1140,0,35,166
1140,0,36,2
1141,0,34,412
1141,0,35,2
1141,0,36,3
1141,0,37,3
1141,0,38,1
1142,4,20412,1
1142,4,20414,1
1142,0,34,450
1142,0,36,32
1142,0,38,1
1143,0,34,257
1143,0,35,300
1143,0,36,4
1144,4,20412,1
1144,4,20414,1
1144,0,34,526
1144,0,35,133
1144,0,36,2
1144,0,37,11
1145,4,20414,1
1145,4,20412,1
1145,0,34,449
1145,0,35,417
1145,0,36,7
1146,0,34,249
1146,0,35,198
1146,0,37,1
1147,0,34,520
1147,0,35,100
1147,0,36,2
1147,0,37,2
1147,0,38,2
1148,4,20412,1
1148,4,20414,1
1148,0,34,511
1148,0,35,428
1149,0,34,458
1149,0,35,580
1150,4,20412,1
1150,4,20414,1
1150,0,34,1040
1150,0,35,156
1150,0,36,104
1151,0,34,1236
1151,0,35,223
1151,0,36,110
1152,4,20412,1
1152,4,20414,1
1152,0,34,1529
1152,0,36,89
1152,0,37,23
1153,4,20414,1
1153,4,20412,1
1153,0,34,1778
1153,0,35,127
1153,0,36,89
1153,0,37,29
1154,4,20411,1
1154,4,20413,1
1154,0,35,8
1154,0,37,3
1154,0,38,1
1154,0,39,1
1155,0,34,4
1155,0,35,1
1155,0,36,2
1155,0,37,3
1155,0,38,3
1156,0,34,4
1156,0,36,3
1156,0,37,8
1157,0,34,3
1157,0,35,1
1157,0,36,2
1157,0,37,10
1158,4,20411,1
1158,4,20413,1
1158,0,34,2
1158,0,35,3
1158,0,36,2
1158,0,37,12
1159,4,20411,1
1159,4,20413,1
1159,0,34,2
1159,0,36,11
1159,0,37,1
1159,0,39,1
1160,0,34,2
1160,0,35,6
1160,0,36,4
1160,0,37,2
1160,0,38,2
1160,0,39,1
1161,4,20411,1
1161,4,20413,1
1161,0,35,4
1161,0,37,3
1161,0,38,3
1161,0,39,1
1162,4,20411,1
1162,4,20413,1
1162,0,34,27
1162,0,36,13
1162,0,37,3
1162,0,38,19
1162,0,39,2
1162,0,40,2
1163,0,40,2
1163,0,36,59
1163,0,37,3
1163,0,38,3
1164,0,40,1
1164,0,35,2
1164,0,36,62
1165,0,40,1
1165,0,35,4
1165,0,36,33
1165,0,37,27
1166,4,20411,1
1166,4,20413,1
1166,0,40,1
1166,0,35,8
1166,0,36,3
1166,0,37,53
1166,0,38,1
1167,4,20411,1
1167,4,20413,1
1167,0,40,2
1167,0,34,40
1167,0,36,12
1167,0,38,18
1168,0,35,3
1168,0,36,46
1168,0,37,3
1168,0,38,1
1168,0,39,4
1168,0,40,3
1169,4,20411,1
1169,4,20413,1
1169,0,40,4
1169,0,34,36
1169,0,36,18
1169,0,38,1
1169,0,39,3
1170,4,20411,1
1170,4,20413,1
1170,0,34,13
1170,0,35,6
1170,0,36,6
1170,0,37,47
1170,0,38,17
1170,0,39,9
1170,0,40,37
1171,0,40,24
1171,0,36,87
1171,0,37,3
1171,0,38,1
1171,0,39,9
1172,0,35,9
1172,0,36,110
1172,0,37,4
1172,0,38,4
1172,0,39,2
1172,0,40,12
1173,0,35,57
1173,0,36,54
1173,0,37,3
1173,0,38,3
1173,0,39,3
1173,0,40,16
1174,4,20411,1
1174,4,20413,1
1174,0,40,19
1174,0,35,104
1174,0,37,2
1174,0,38,3
1174,0,39,4
1175,4,20411,1
1175,4,20413,1
1175,0,35,2
1175,0,36,67
1175,0,37,20
1175,0,38,4
1175,0,39,17
1175,0,40,29
1176,0,35,51
1176,0,36,2
1176,0,37,3
1176,0,38,20
1176,0,39,7
1176,0,40,44
1177,4,20411,1
1177,4,20413,1
1177,0,35,36
1177,0,36,4
1177,0,37,24
1177,0,38,3
1177,0,39,14
1177,0,40,50
1178,0,34,173
1178,0,35,42
1178,0,36,13
1179,0,34,500
1179,0,35,40
1179,0,36,19
1179,0,37,7
1184,1,11457,1
1184,1,3812,10
1184,0,11399,1
1184,0,523,1
1184,0,11475,1
1184,0,11539,1
1184,0,9848,3
1184,2,11457,1
1184,2,9836,1
1184,2,3814,1
1184,3,11457,1
1184,3,9836,1
1184,3,3814,1
1186,4,20411,1
1186,4,20414,1
1186,0,34,684
1186,0,35,427
1186,0,36,153
1186,0,37,2
1186,0,38,2
1191,1,11458,1
1191,1,3812,30
1191,0,11399,5
1191,0,11554,8
1191,0,9838,15
1191,0,529,1
1191,0,11539,5
1191,0,11482,1
1191,2,11458,1
1191,2,9836,2
1191,2,3814,4
1191,3,11458,1
1191,3,9836,2
1191,3,3814,4
1196,4,20411,2
1196,4,20414,2
1196,0,40,2
1196,0,34,763
1196,0,35,321
1196,0,36,412
1204,4,20416,1
1204,4,20171,1
1204,0,34,666
1204,0,35,502
1204,0,36,1
1204,0,37,1
1205,1,11457,1
1205,1,3812,10
1205,0,11399,1
1205,0,1197,1
1205,0,11475,1
1205,0,11543,1
1205,0,11544,1
1205,0,11545,3
1205,2,11457,1
1205,2,9836,1
1205,2,3814,2
1205,3,11457,1
1205,3,9836,1
1205,3,3814,3
1208,4,20417,1
1208,4,20418,1
1208,0,34,596
1208,0,35,16
1208,0,36,3
1208,0,37,14
1210,4,20417,2
1210,4,20418,2
1210,0,34,538
1210,0,35,52
1210,0,36,298
1210,0,37,9
1210,0,38,4
1210,0,39,4
1210,0,40,6
1212,4,20417,1
1212,4,20418,1
1212,0,34,13889
1214,4,20419,3
1214,4,20418,3
1214,0,34,5947
1214,0,35,729
1214,0,37,47
1214,0,38,27
1214,0,39,18
1216,0,34,150
1216,0,35,18
1216,0,36,12
1217,0,34,11
1217,0,36,2
1217,0,37,11
1218,0,40,2
1218,0,34,56
1218,0,37,2
1218,0,38,9
1220,4,20418,1
1220,4,20420,1
1220,0,34,31
1220,0,35,26
1221,4,20418,1
1221,4,20420,1
1221,0,40,4
1221,0,34,1876
1221,0,39,12
1237,1,11460,1
1237,1,3812,10
1237,0,11399,1
1237,0,3689,3
