typeID,groupID,volume,packaged
2328,1034,1.5,
2329,1034,1.5,
2331,57,5.0,
2333,49,5.0,
2341,82,5.0,
2344,1040,6.0,
2345,1040,6.0,
2346,1040,6.0,
2348,1040,6.0,
2349,1040,6.0,
2351,1040,6.0,
2352,1040,6.0,
2354,1040,6.0,
2355,63,5.0,
2358,1040,6.0,
2360,1040,6.0,
2361,1040,6.0,
2363,205,5.0,
2364,205,5.0,
2366,1040,6.0,
2367,1040,6.0,
2368,314,100.0,
2369,314,100.0,
2371,314,100.0,
2373,314,100.0,
2374,314,100.0,
2375,314,100.0,
2376,314,100.0,
2377,314,100.0,
2389,1042,0.38,
2390,1042,0.38,
2392,1042,0.38,
2393,1042,0.38,
2395,1042,0.38,
2396,1042,0.38,
2397,1042,0.38,
2398,1042,0.38,
2399,1042,0.38,
2400,1042,0.38,
2401,1042,0.38,
2403,1241,0.01,
2404,509,5.0,
2406,1241,0.01,
2409,1026,0.0,
2410,510,10.0,
2412,1026,0.0,
2413,1026,0.0,
2414,1026,0.0,
2415,1026,0.0,
2416,1026,0.0,
2417,1026,0.0,
2418,1026,0.0,
2419,1026,0.0,
2420,508,20.0,
2422,1026,0.0,
2423,1026,0.0,
2424,1026,0.0,
2425,1026,0.0,
2426,1026,0.0,
2427,1026,0.0,
2428,1026,0.0,
2429,1026,0.0,
2430,1026,0.0,
2431,1026,0.0,
2432,1026,0.0,
2433,1026,0.0,
2434,1026,0.0,
2435,1026,0.0,
2436,100,25.0,
2438,1026,0.0,
2439,1026,0.0,
2440,1026,0.0,
2441,1026,0.0,
2442,1026,0.0,
2443,1026,0.0,
2444,100,25.0,
2446,100,25.0,
2448,1026,0.0,
2449,1026,0.0,
2450,1026,0.0,
2451,1026,0.0,
2452,1026,0.0,
2453,1026,0.0,
2454,100,5.0,
2456,100,5.0,
2458,1026,0.0,
2459,1026,0.0,
2460,1026,0.0,
2461,1026,0.0,
2462,1026,0.0,
2463,1034,1.5,
2464,100,5.0,
2466,100,5.0,
2469,1028,0.0,
2470,1028,0.0,
2471,1028,0.0,
2472,1028,0.0,
2473,1028,0.0,
2474,1028,0.0,
2475,1028,0.0,
2476,100,25.0,
2478,100,25.0,
2480,1028,0.0,
2481,1028,0.0,
2482,1028,0.0,
2483,1028,0.0,
2484,1028,0.0,
2485,1028,0.0,
2486,100,5.0,
2488,100,5.0,
2490,1028,0.0,
2491,1028,0.0,
2492,1028,0.0,
2493,1028,0.0,
2494,1028,0.0,
2495,1241,0.01,
2505,1241,0.01,
2506,89,0.05,
2508,89,0.05,
2510,89,0.05,
2512,387,0.005,
2514,387,0.005,
2516,387,0.005,
2524,1027,1000.0,
2525,1027,1000.0,
2529,295,5.0,
2531,295,5.0,
2533,1027,1000.0,
2534,1027,1000.0,
2535,1029,0.0,
2536,1029,0.0,
2537,295,5.0,
2539,295,5.0,
2541,1029,0.0,
2542,1030,0.0,
2543,1030,0.0,
2544,1030,0.0,
2545,295,5.0,
2547,295,5.0,
2549,1027,1000.0,
2550,1027,1000.0,
2551,1027,1000.0,
2552,1030,0.0,
2553,295,5.0,
2555,1030,0.0,
2556,1030,0.0,
2557,1030,0.0,
2558,1029,0.0,
2559,201,5.0,
2560,1029,0.0,
2561,1029,0.0,
2562,1029,0.0,
2563,201,5.0,
2567,201,5.0,
2571,201,5.0,
2575,201,5.0,
2589,1730,1.0,
2595,314,0.1,
2596,314,60.0,
2597,314,40.0,
2598,314,80.0,
2599,314,40.0,
2601,314,40.0,
2602,314,90.0,
2603,763,5.0,
2605,763,5.0,
2608,314,80.0,
2610,314,40.0,
2613,653,0.015,
2615,314,90.0,
2616,314,800.0,
2617,314,100.0,
2618,314,40.0,
2619,314,80.0,
2620,314,100.0,
2621,656,0.05,
2623,314,40.0,
2624,314,100.0,
2626,314,90.0,
2627,314,80.0,
2628,314,40.0,
2629,655,0.03,
2631,314,60.0,
2632,314,70.0,
2633,314,40.0,
2635,314,70.0,
2636,314,40.0,
2637,656,0.05,
2639,314,70.0,
2640,314,40.0,
2641,314,40.0,
2642,314,70.0,
2644,314,60.0,
2645,314,50.0,
2646,314,90.0,
2647,653,0.015,
2652,314,60.0,
2653,314,90.0,
2654,314,80.0,
2655,655,0.03,
2657,314,70.0,
2659,314,60.0,
2660,314,40.0,
2662,283,60.0,
2663,283,100.0,
2665,283,60.0,
2666,283,40.0,
2668,283,100.0,
2669,283,70.0,
2670,283,60.0,
2671,283,60.0,
2672,283,50.0,
2673,314,400.0,
2674,283,40.0,
2675,283,50.0,
2676,283,60.0,
2677,283,50.0,
2678,283,50.0,
2679,654,0.015,
2681,283,50.0,
2682,314,1000.0,
2683,314,1000.0,
2684,314,400.0,
2685,314,500.0,
2686,314,1000.0,
2687,314,1000.0,
2688,314,800.0,
2689,314,700.0,
2690,314,400.0,
2691,314,500.0,
2692,314,700.0,
2693,314,400.0,
2694,314,600.0,
2695,314,500.0,
2696,314,600.0,
2697,314,600.0,
2698,314,700.0,
2699,283,500.0,
2700,283,400.0,
2701,283,1000.0,
2702,283,400.0,
2703,283,700.0,
2704,283,600.0,
2705,283,600.0,
2706,283,500.0,
2707,283,500.0,
2708,283,500.0,
2709,283,500.0,
2710,314,700.0,
2711,313,500.0,
2712,314,900.0,
2713,314,400.0,
2714,314,800.0,
2715,314,400.0,
2716,314,500.0,
2717,314,900.0,
2718,314,1000.0,
2719,314,400.0,
2720,314,400.0,
2721,314,400.0,
2722,314,600.0,
2723,314,800.0,
2724,314,600.0,
2725,283,1000.0,
2726,283,500.0,
2727,283,500.0,
2728,283,400.0,
2729,314,40.0,
2730,314,70.0,
2731,314,50.0,
2732,314,50.0,
2801,657,0.05,
2811,657,0.05,
2817,648,0.005,
2833,943,0.01,
2834,324,29500.0,2500.0
2836,358,112000.0,10000.0
2838,303,1.0,
2848,1063,0.0,
2851,314,1.0,
2853,314,20.0,
2861,314,250.0,
2862,314,25.0,
2863,28,270000.0,20000.0
2865,55,20.0,
2867,1041,100.0,
2868,1041,100.0,
2869,1041,100.0,
2870,1041,100.0,
2871,1041,100.0,
2872,1041,100.0,
2873,55,5.0,
2875,1041,100.0,
2876,1041,100.0,
2880,314,1.0,
2881,55,5.0,
2887,526,1.0,
2888,314,1.0,
2889,55,5.0,
2893,314,1.0,
2897,55,10.0,
2899,314,0.1,
2900,314,1.0,
2904,314,10.0,
2905,55,5.0,
2912,526,1.0,
2913,55,10.0,
2917,314,50.0,
2919,283,0.1,
2921,55,10.0,
2929,55,20.0,
2930,314,250.0,
2934,314,20.0,
2937,55,10.0,
2942,283,3.0,
2943,314,20.0,
2944,314,200.0,
2945,55,20.0,
2948,1653,1800.0,
2951,314,100.0,
2952,314,10.0,
2953,55,20.0,
2955,314,100.0,
2956,314,100.0,
2957,314,10.0,
2958,283,30.0,
2959,283,300.0,
2960,314,300.0,
2961,55,20.0,
2963,314,30.0,
2964,314,30.0,
2965,314,300.0,
2967,314,10.0,
2968,314,100.0,
2969,55,10.0,
2971,314,10.0,
2972,314,30.0,
2973,314,300.0,
2974,314,100.0,
2975,283,32.0,
2976,283,320.0,
2977,55,5.0,
2979,314,10.0,
2980,314,100.0,
2981,314,10.0,
2982,314,100.0,
2983,283,30.0,
2984,283,300.0,
2985,53,20.0,
2987,314,10.0,
2988,314,100.0,
2989,314,60.0,
2990,314,500.0,
2991,314,10.0,
2992,314,100.0,
2993,53,5.0,
2995,314,60.0,
2996,314,500.0,
2997,314,10.0,
2998,28,270000.0,20000.0
2999,283,30.0,
3000,314,10.0,
3001,53,5.0,
3003,314,100.0,
3004,283,300.0,
3005,314,10.0,
3006,283,30.0,
3007,314,100.0,
3008,283,300.0,
3009,53,10.0,
3011,314,10.0,
3012,314,100.0,
3013,314,10.0,
3014,314,100.0,
3015,314,10.0,
3016,314,100.0,
3017,53,5.0,
3019,314,10.0,
3020,314,100.0,
3021,314,10.0,
3022,314,100.0,
3023,314,10.0,
3024,314,100.0,
3025,53,10.0,
3027,314,10.0,
3028,314,100.0,
3029,314,10.0,
3030,314,100.0,
3031,314,10.0,
3032,283,65.0,
3033,53,5.0,
3035,314,100.0,
3036,283,400.0,
3037,314,10.0,
3038,314,100.0,
3041,53,5.0,
3049,53,20.0,
3057,53,20.0,
3060,1063,0.0,
3061,1063,0.0,
3062,1063,0.0,
3063,1063,0.0,
3064,1063,0.0,
3065,53,20.0,
3067,1063,0.0,
3068,1063,0.0,
3069,920,20.0,
3072,920,20.0,
3074,74,5.0,
3076,920,20.0,
3077,749,1.0,
3078,749,1.0,
3079,749,1.0,
3080,749,1.0,
3081,749,1.0,
3082,74,10.0,
3084,749,1.0,
3085,749,1.0,
3086,749,1.0,
3087,749,1.0,
3088,749,1.0,
3089,749,1.0,
3090,74,20.0,
3092,749,1.0,
3093,747,1.0,
3094,747,1.0,
3095,747,1.0,
3096,747,1.0,
3097,747,1.0,
3098,74,5.0,
3100,747,1.0,
3101,747,1.0,
3102,747,1.0,
3103,747,1.0,
3104,747,1.0,
3105,747,1.0,
3106,74,10.0,
3108,747,1.0,
3109,747,1.0,
3110,747,1.0,
3111,747,1.0,
3112,747,1.0,
3113,747,1.0,
3114,74,20.0,
3116,747,1.0,
3117,747,1.0,
3118,747,1.0,
3119,747,1.0,
3120,747,1.0,
3121,747,1.0,
3122,74,20.0,
3124,747,1.0,
3125,746,1.0,
3126,746,1.0,
3127,746,1.0,
3128,746,1.0,
3129,746,1.0,
3130,74,10.0,
3132,746,1.0,
3133,746,1.0,
3134,746,1.0,
3135,746,1.0,
3136,746,1.0,
3137,746,1.0,
3138,74,10.0,
3140,746,1.0,
3141,746,1.0,
3142,746,1.0,
3143,746,1.0,
3144,746,1.0,
3145,746,1.0,
3146,74,10.0,
3148,746,1.0,
3149,746,1.0,
3150,746,1.0,
3151,746,1.0,
3152,746,1.0,
3153,746,1.0,
3154,74,20.0,
3156,746,1.0,
3157,746,1.0,
3158,746,1.0,
3159,746,1.0,
3160,746,1.0,
3161,746,1.0,
3162,74,5.0,
3164,746,1.0,
3165,746,1.0,
3166,746,1.0,
3167,746,1.0,
3168,746,1.0,
3169,746,1.0,
3170,74,5.0,
3172,746,1.0,
3173,746,1.0,
3174,746,1.0,
3175,746,1.0,
3176,746,1.0,
3177,746,1.0,
3178,74,5.0,
3180,746,1.0,
3181,746,1.0,
3182,746,1.0,
3183,746,1.0,
3184,257,0.01,
3185,742,1.0,
3186,74,20.0,
3188,742,1.0,
3189,742,1.0,
3190,742,1.0,
3191,742,1.0,
3192,742,1.0,
3193,742,1.0,
3194,742,1.0,
3195,742,1.0,
3196,742,1.0,
3197,742,1.0,
3198,742,1.0,
3199,742,1.0,
3200,742,1.0,
3201,742,1.0,
3202,742,1.0,
3203,742,1.0,
3204,742,1.0,
3205,742,1.0,
3206,742,1.0,
3207,742,1.0,
3208,742,1.0,
3209,742,1.0,
3210,742,1.0,
3211,742,1.0,
3212,742,1.0,
3213,742,1.0,
3214,742,1.0,
3215,742,1.0,
3216,742,1.0,
3217,742,1.0,
3218,101,10.0,
3220,742,1.0,
3221,742,1.0,
3222,742,1.0,
3223,742,1.0,
3224,742,1.0,
3225,742,1.0,
3226,742,1.0,
3227,742,1.0,
3228,742,1.0,
3229,742,1.0,
3230,742,1.0,
3231,742,1.0,
3232,742,1.0,
3233,742,1.0,
3234,742,1.0,
3235,742,1.0,
3236,742,1.0,
3237,741,1.0,
3238,741,1.0,
3239,741,1.0,
3240,741,1.0,
3241,741,1.0,
3242,52,5.0,
3244,52,5.0,
3246,741,1.0,
3247,741,1.0,
3248,741,1.0,
3249,741,1.0,
3250,741,1.0,
3251,741,1.0,
3252,741,1.0,
3253,741,1.0,
3254,741,1.0,
3255,741,1.0,
3256,741,1.0,
3257,741,1.0,
3258,741,1.0,
3262,741,1.0,
3263,741,1.0,
3264,741,1.0,
3265,741,1.0,
3266,741,1.0,
3267,741,1.0,
3268,1228,1.0,
3269,1228,1.0,
3270,1228,1.0,
3271,740,1.0,
3272,740,1.0,
3273,740,1.0,
3274,1228,1.0,
3275,1228,1.0,
3276,1228,1.0,
3277,740,1.0,
3278,740,1.0,
3279,740,1.0,
3280,740,1.0,
3281,740,1.0,
3282,740,1.0,
3283,740,1.0,
3284,740,1.0,
3285,53,10.0,
3287,740,1.0,
3288,740,1.0,
3289,740,1.0,
3290,740,1.0,
3291,738,1.0,
3292,738,1.0,
3293,12,325.0,33.0
3296,12,650.0,65.0
3297,12,100.0,10.0
3299,738,1.0,
3300,255,0.01,
3301,255,0.01,
3302,255,0.01,
3303,255,0.01,
3304,255,0.01,
3305,255,0.01,
3306,255,0.01,
3307,255,0.01,
3308,255,0.01,
3309,255,0.01,
3310,255,0.01,
3311,255,0.01,
3312,255,0.01,
3315,255,0.01,
3316,255,0.01,
3317,255,0.01,
3318,1216,0.01,
3319,256,0.01,
3320,256,0.01,
3321,256,0.01,
3322,256,0.01,
3323,256,0.01,
3324,256,0.01,
3325,256,0.01,
3326,256,0.01,
3327,257,0.01,
3328,257,0.01,
3329,257,0.01,
3330,257,0.01,
3331,257,0.01,
3332,257,0.01,
3333,257,0.01,
3334,257,0.01,
3335,257,0.01,
3336,257,0.01,
3337,257,0.01,
3338,257,0.01,
3339,257,0.01,
3340,257,0.01,
3341,257,0.01,
3342,257,0.01,
3343,257,0.01,
3344,257,0.01,
3345,257,0.01,
3346,257,0.01,
3347,257,0.01,
3348,258,0.01,
3349,258,0.01,
3350,258,0.01,
3351,258,0.01,
3352,258,0.01,
3354,258,0.01,
3355,278,0.01,
3356,278,0.01,
3357,278,0.01,
3358,278,0.01,
3359,278,0.01,
3361,278,0.01,
3363,266,0.01,
3368,266,0.01,
3373,1545,0.01,
3380,268,0.01,
3385,1218,0.01,
3386,1218,0.01,
3387,268,0.01,
3388,268,0.01,
3389,1218,0.01,
3392,1210,0.01,
3393,1210,0.01,
3394,1210,0.01,
3395,268,0.01,
3396,268,0.01,
3397,268,0.01,
3398,268,0.01,
3400,268,0.01,
3402,270,0.01,
3403,270,0.01,
3404,267,0.01,
3405,1220,0.01,
3406,270,0.01,
3408,270,0.01,
3409,270,0.01,
3410,1218,0.01,
3411,1220,0.01,
3412,1217,0.01,
3413,1216,0.01,
3414,738,1.0,
3415,738,1.0,
3416,1209,0.01,
3417,1216,0.01,
3418,1216,0.01,
3419,1209,0.01,
3420,1209,0.01,
3421,1216,0.01,
3422,1209,0.01,
3423,1216,0.01,
3424,1216,0.01,
3425,1209,0.01,
3426,1216,0.01,
3427,272,0.01,
3428,1213,0.01,
3429,1213,0.01,
3430,1213,0.01,
3431,1213,0.01,
3432,1216,0.01,
3433,272,0.01,
3434,272,0.01,
3435,272,0.01,
3436,273,0.01,
3437,273,0.01,
3438,273,0.01,
3439,273,0.01,
3440,273,0.01,
3441,273,0.01,
3442,273,0.01,
3443,274,0.01,
3444,274,0.01,
3446,274,0.01,
3447,274,0.01,
3449,275,0.01,
3450,275,0.01,
3451,275,0.01,
3452,275,0.01,
3453,275,0.01,
3454,275,0.01,
3455,275,0.01,
3456,275,0.01,
3465,340,650.0,65.0
3466,340,325.0,33.0
3467,340,100.0,10.0
3469,285,5.0,
3470,738,1.0,
3471,738,1.0,
3474,738,1.0,
3475,738,1.0,
3476,738,1.0,
3477,738,1.0,
3478,738,1.0,
3479,738,1.0,
3481,738,1.0,
3482,738,1.0,
3483,283,5.0,
3488,61,5.0,
3493,920,20.0,
3494,920,20.0,
3495,952,1150.0,
3496,61,10.0,
3501,314,7500.0,
3504,61,15.0,
3507,526,7500.0,
3512,53,10.0,
3514,659,62000000.0,1300000.0
3516,324,28600.0,2500.0
3518,358,118000.0,10000.0
3520,53,10.0,
3528,62,10.0,
3530,62,10.0,
3532,25,28100.0,2500.0
3534,62,4000.0,1000.0
3536,325,4000.0,1000.0
3538,62,50.0,
3540,62,50.0,
3542,40,4000.0,1000.0
3544,41,4000.0,1000.0
3546,74,4000.0,1000.0
3550,74,4000.0,1000.0
3551,1217,0.01,
3552,87,3.0,
3554,87,4.0,
3556,76,2.5,
3558,76,2.5,
3559,53,4000.0,1000.0
3561,53,4000.0,1000.0
3563,1674,4000.0,1000.0
3565,524,4000.0,1000.0
3566,76,5.0,
3568,76,5.0,
3571,55,4000.0,1000.0
3573,55,4000.0,1000.0
3575,67,4000.0,1000.0
3576,76,20.0,
3578,76,20.0,
3581,538,5.0,
3583,314,4.0,
3584,314,4.0,
3585,314,5.0,
3586,41,5.0,
3588,41,5.0,
3596,41,10.0,
3598,41,10.0,
3606,41,25.0,
3608,41,25.0,
3616,41,4000.0,1000.0
3618,41,4000.0,1000.0
3627,314,70.0,
3643,280,1.5,
3645,1042,0.38,
3647,280,0.5,
3651,54,5.0,
3653,63,25.0,
3655,63,10.0,
3663,63,50.0,
3665,63,50.0,
3673,280,1.15,
3683,1042,0.38,
3685,280,1.0,
3687,280,1.0,
3689,1034,1.5,
3691,1034,1.5,
3693,1034,1.5,
3695,1034,1.5,
3697,1034,1.5,
3699,280,0.1,
3701,314,0.1,
3703,313,0.2,
3705,313,0.2,
3707,313,0.2,
3709,313,0.2,
3711,313,1.0,
3713,313,0.5,
3715,281,0.5,
3717,281,0.5,
3719,283,1.0,
3721,283,5.0,
3723,283,1.0,
3725,1034,1.5,
3727,282,1.0,
3729,282,1.0,
3731,266,0.01,
3732,266,0.01,
3756,419,101000.0,15000.0
3764,30,132500000.0,10000000.0
3766,25,17400.0,2500.0
3771,284,0.5,
3773,284,0.5,
3775,1034,1.5,
3777,281,1.0,
3779,1042,0.38,
3804,283,3.0,
3806,283,1.0,
3808,283,7.5,
3810,283,2.0,
3812,280,1.0,
3814,280,0.1,
3818,313,1.0,
3820,313,1.0,
3822,313,0.2,
3824,313,0.5,
3826,313,0.2,
3828,1034,1.5,
3829,38,10.0,
3831,38,10.0,
3836,526,0.1,
